37.6179837,114.8476298,260.14,DSC00015.JPG
37.6180173,114.8467445,259.86,DSC00016.JPG
37.6180615,114.8458614,259.81,DSC00017.JPG
37.6180896,114.8449751,260.2,DSC00018.JPG
37.6180999,114.8440874,259.73,DSC00019.JPG
37.618125,114.843202,260.01,DSC00020.JPG
37.6181436,114.8423165,260.17,DSC00021.JPG
37.6181648,114.8414286,260.02,DSC00022.JPG
37.6181856,114.8405426,260.1,DSC00023.JPG
37.6182001,114.8396544,260.12,DSC00024.JPG
37.6182223,114.83877,260.17,DSC00025.JPG
37.6168503,114.8391067,259.76,DSC00026.JPG
37.6168254,114.8399928,259.86,DSC00027.JPG
37.6168063,114.8408807,259.44,DSC00028.JPG
37.6167877,114.8417665,260.65,DSC00029.JPG
37.6167649,114.8426527,260.06,DSC00030.JPG
37.6167516,114.8435386,259.98,DSC00031.JPG
37.6167423,114.8444261,260.2,DSC00032.JPG
37.6167194,114.8453149,259.79,DSC00033.JPG
37.6166972,114.846201,260.05,DSC00034.JPG
37.6166761,114.8470867,260.07,DSC00035.JPG
37.6166598,114.8479747,260.08,DSC00036.JPG
37.6152936,114.8474391,259.9,DSC00037.JPG
37.6153211,114.8465552,260.08,DSC00038.JPG
37.6153536,114.8456713,260.06,DSC00039.JPG
37.6153818,114.8447846,259.88,DSC00040.JPG
37.6154012,114.8438976,260.16,DSC00041.JPG
37.615419,114.8430101,260.24,DSC00042.JPG
37.6154433,114.8421238,260.73,DSC00043.JPG
37.6154627,114.8412361,260.23,DSC00044.JPG
37.6154725,114.8403482,259.81,DSC00045.JPG
37.6155039,114.8394609,259.75,DSC00046.JPG
37.6155279,114.8385755,259.92,DSC00047.JPG
37.6141456,114.838952,259.83,DSC00048.JPG
37.6141239,114.8398397,259.98,DSC00049.JPG
37.6141044,114.8407285,260.01,DSC00050.JPG
37.6140856,114.8416148,259.95,DSC00051.JPG
37.6140678,114.8425013,259.87,DSC00052.JPG
37.6140542,114.8433873,259.77,DSC00053.JPG
37.6140336,114.8442756,260.16,DSC00054.JPG
37.6140148,114.8451606,260.06,DSC00055.JPG
37.6139975,114.8460471,260,DSC00056.JPG
37.6235088,114.8294808,260.08,DSC00057.JPG
37.6242081,114.82958,259.83,DSC00058.JPG
37.6249079,114.8296579,259.93,DSC00059.JPG
37.625609,114.8297177,260.02,DSC00060.JPG
37.6263109,114.8297686,259.95,DSC00061.JPG
37.6270112,114.8298229,260.44,DSC00062.JPG
37.6277104,114.8298827,259.95,DSC00063.JPG
37.6284123,114.8299484,259.98,DSC00064.JPG
37.6291151,114.8300006,260,DSC00065.JPG
37.6298174,114.830063,260.17,DSC00066.JPG
37.6305176,114.8301197,259.77,DSC00067.JPG
37.631218,114.8301755,259.73,DSC00068.JPG
37.6310744,114.8283892,259.58,DSC00069.JPG
37.6303751,114.8283178,259.8,DSC00070.JPG
37.6296751,114.8282764,260.22,DSC00071.JPG
37.628974,114.8282298,259.89,DSC00072.JPG
37.6282713,114.828177,259.91,DSC00073.JPG
37.6275718,114.8281242,259.89,DSC00074.JPG
37.626869,114.8280767,259.78,DSC00075.JPG
37.6261688,114.8280281,259.89,DSC00076.JPG
37.6254669,114.827972,260.2,DSC00077.JPG
37.624766,114.8279172,260.12,DSC00078.JPG
37.6240637,114.8278608,260.19,DSC00079.JPG
37.6233639,114.8278077,259.8,DSC00080.JPG
37.6234999,114.8260796,260.14,DSC00081.JPG
37.6241989,114.8261511,260.21,DSC00082.JPG
